customer_id,first_name,last_name,email,phone,address,city,state,zip_code,registration_date,date_of_birth,risk_profile,employment_status,annual_income,credit_score,is_fraudulent
C0487,Christopher,Contreras,christopher.contreras@email.com,555-323-4462,981 Joseph Plaza Apt. 759,Lake Alextown,DE,84808,2019-08-16,1968-01-05,,Retired,38727,709,False
C0488,Robert,Blake,robert.blake@email.com,555-745-2730,340 Duran Unions Suite 607,West Angela,TX,92984,2021-07-26,1974-04-03,,Employed,78310,777,False
C0489,Susan,Allen,susan.allen@email.com,555-393-8363,58007 Collier Square,Christinaport,HI,33281,2020-03-30,1972-12-08,,Employed,314109,644,False
C0490,Lauren,Cooper,lauren.cooper@email.com,555-200-7280,32865 Cowan Parks,Sandramouth,PA,95603,2020-05-06,1978-10-05,,Employed,135488,753,False
C0491,James,Cook,james.cook@email.com,555-684-7697,704 Adam View Suite 132,Port Amanda,AK,52601,2021-06-02,1971-03-19,Aggressive,Employed,140071,785,False
C0492,David,Burton,david.burton@email.com,555-860-7378,276 Rebecca Via,South Angelicaburgh,OK,77021,2019-01-31,1998-02-21,,Retired,44392,700,False
C0493,Sandra,Roth,sandra.roth@email.com,555-400-2061,38558 Martin Inlet,Bryantmouth,AK,37132,2021-03-28,1980-09-07,,Employed,106337,805,False
C0494,Melissa,Shaw,melissa.shaw@email.com,555-572-9195,4581 Sanchez Viaduct Apt. 713,New Aarontown,TN,24569,2021-05-22,1997-08-01,,Employed,30702,746,False
C0495,Tracie,Black,tracie.black@email.com,555-581-7313,52725 Watson Harbors,North Raymondfurt,CA,64668,2019-06-17,1999-08-16,Moderate,Self-Employed,103804,788,False
C0496,Samantha,Mitchell,samantha.mitchell@email.com,555-843-1979,780 Stafford Camp Suite 821,West Ricky,ME,62218,2018-03-23,1976-04-19,,Employed,229906,742,False
C0497,Mary,Perez,mary.perez@email.com,555-227-2697,13363 Shawn Gardens Suite 018,South Jameschester,GA,44406,2021-04-02,1993-10-20,Aggressive,Self-Employed,118181,660,False
C0498,Christine,Richardson,christine.richardson@email.com,555-315-5333,6472 Julie Spur Suite 849,New Jasonport,CT,53257,2021-08-07,1991-02-12,Conservative,Employed,168522,678,False
C0499,Jonathan,Phillips,jonathan.phillips@email.com,555-450-5838,939 Kristine Port,Robertsland,VT,68284,2019-11-09,1995-04-27,,Employed,53179,727,False
C0500,Daniel,Mendez,daniel.mendez@email.com,555-634-5725,28347 Courtney Grove Suite 774,New Christina,AK,38969,2020-01-30,1985-04-12,,Employed,30000,633,False
C0501,Zachary,Johnson,zachary.johnson@email.com,555-441-6131,97048 Gina Junctions Suite 348,Christinefort,CA,86680,2022-09-23,1989-11-10,,Employed,61576,627,True
C0502,Lisa,Lopez,lisa.lopez@email.com,555-232-9419,9398 Wells Mountains Suite 746,New Megan,NV,41050,2022-07-10,1987-04-10,,Self-Employed,50243,634,True
C0503,Lauren,Mullins,lauren.mullins@email.com,555-965-2427,970 Anthony Burg Suite 989,Barrfurt,TX,69168,2022-06-07,1994-12-24,,Self-Employed,60077,595,True
C0504,Michael,Ray,michael.ray@email.com,555-411-6012,341 Williams Island Apt. 049,West Josephbury,MA,37832,2022-07-02,1986-01-15,,Self-Employed,83726,582,True
C0505,Cathy,Holt,cathy.holt@email.com,555-198-6888,171 Payne Passage,West Anita,MO,90350,2022-06-13,1981-03-11,,Self-Employed,87631,593,True
